messages,sentiment,session_index
"['implementasi', 'hasil', 'mapenya', 'saran', 'kodingan', 'terima', 'kasih']",1,235
[],1,235
"['sesuai', 'fitur', 'fitur', 'kurang', 'hindar', 'kosong']",-1,235
"['lampir', 'dokumen', 'skripsi', 'revisi', 'kerja', 'document', 'omitted', 'uji', 'banding', 'metode', 'relm', 'metode', 'elm', 'diagram alir', 'implementasi', 'tampil', 'metode', 'elm', 'terima', 'kasih']",-1,236
"['revisi', 'saran', 'terima', 'kasih']",-1,237
"['bimbing', 'dosen', 'minimal', 'p1', 'penuh', 'syarat', 'p1', 'iya', 'makasihh']",-1,238
"['alaykumsalam', 'aju', 'buka', 'akses', 'batas', 'ketua jurus']",1,239
"['terima', 'kasih', 'implementasi', 'bingung', 'invers', 'matriks', 'library', 'gabisa']",1,239
"['oke', 'silah']",1,239
"['terima', 'kasih']",1,239
"['lampir', 'dokumen', 'skripsi', 'baru', 'terima', 'kasih', 'document', 'omitted']",1,240
"['alaykumsalam', 'oke', 'bimbing', 'silah', 'isi', 'logbooknya', 'iya', 'ngejar', 'p2']",1,240
"['terima', 'kasih']",1,240
"['document', 'omitted', 'feedback']",1,240
"['terima', 'kasih', 'balas']",1,240
"['p1', 'dosen', 'suruh', 'kejar', 'daftar', 'seminar hasil', 'seminar hasil', 'semester', 'terima', 'kasih']",1,241
['periksa'],1,241
"['besok', 'kirim', 'revisi', 'gabung', 'revisi', 'dosen']",1,241
['oke'],1,241
"['terima', 'kasih']",1,241
"['dokumen', 'skripsi', 'baru', 'terima', 'kasih']",-1,242
"['document', 'omitted']",-1,243
"['mohon', 'maaf', 'ganggu', 'bimbing', 'onlinenya', 'prosedur', 'iya', 'terima', 'kasih']",1,244
"['alaykumsalam', 'bimbing', 'via']",1,244
"['kumpul', 'progres', 'kumpul']",1,244
"['iya', 'lapor']",1,244
"['terima', 'kasih', 'informasi']",1,244
"['cukup', 'p2', 'dosen', 'tolong', 'p2', 'terima', 'kasih']",-1,245
"['lampir', 'dokumen', 'skripsi', 'jurnal', 'laksana', 'p2', 'syarat', 'iya', 'terima', 'kasih', 'document', 'omitted']",1,246
"['aju', 'buka', 'akses', 'batas', 'ketua jurus']",-1,246
"['terima', 'kasih']",1,246
"['buka', 'akses', 'batas', 'buka', 'p2', 'iya', 'terima', 'kasih', 'terima', 'kasih', 'p2kan', 'lapor', 'dosen', 'nilai', 'p2', 'beliau', 'laku', 'butuh', 'verifikasi', 'mohon', 'maaf', 'ganggu']",1,247
['oke'],1,247
"['terima kasih', 'ohiya', 'tolong', 'mohon', 'tanda tangan', 'logbook', 'lembar', 'kesah', 'terima', 'kasih']",-1,247
"['document', 'omitted']",-1,248
"['tolong', 'verifikasi', 'seminar hasil', 'tanda tangan', 'administrasi', 'daftar', 'seminar hasil', 'terima', 'kasih']",1,249
"['document', 'omitted']",1,249
"['terima', 'kasih', 'balas']",1,249
"['selamat', 'siang', 'informasi', 'uji', 'skripsi', 'ada', 'tanggal', 'januari', 'wib', 'kait', 'hadir', 'sekian', 'mohon', 'maaf', 'ganggu', 'perhati', 'terima', 'kasih', 'wassalamu']",1,250
['alaykumsalam'],1,250
"['terima', 'kasih', 'balas']",1,250
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'pagi', 'uji', 'skripsi', 'jadwal', 'jam', 'dosen', 'bimbing', 'sekian', 'mohon', 'maaf', 'perhati', 'terima', 'kasih', 'wassalamu', 'link', 'gmeetnya']",1,251
['oke'],1,251
"['teirma', 'kasih']",1,251
['silah'],1,251
[],1,251
"['informatika', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'besar', 'kabar', 'sebab', 'laptop', 'kena', 'ransomeware', 'lezp', 'laptop', 'enkripsi', 'buka', 'skripsi', 'hasil', 'backup', 'kala', 'hilang', 'lupa', 'dibackup', 'minggu', 'kemarin', 'izin', 'orangtua', 'malang', 'ambil', 'tuju', 'lanjut', 'judul', 'semester', 'aju', 'bimbing', 'sedia', 'dosen', 'bimbing', 'semester', 'maaf', 'terima', 'kasih', 'wassalamu']",1,252
"['alaykumsalam', 'kabar', 'kabar', 'komunikasi', 'dosen', 'bimbing', 'kendala', 'mmg', 'sbg', 'bimbing', 'skripsi', 'rutin', 'konsultasi', 'progres', 'kendala']",-1,252
"['mohon', 'maaf', 'pikir', 'malang', 'april', 'konsultasi', 'progres']",1,252
"['oke', 'komitmen', 'catat', 'iya']",1,252
"['terima', 'kasih']",1,252
"['bimbing', 'skripsi', 'jadwal', 'terima', 'kasih']",1,253
"['alaykumsalam', 'sila', 'waktu']",1,253
"['besok', 'buka', 'bimbing', 'manual', 'hasil', 'errornya']",1,253
['oke'],1,253
"['jam', 'iya']",1,253
"['silah', 'kirim', 'dokumen']",-1,253
"['rapihkan', 'besok', 'kirim', 'excel', 'fitur', 'beda']",1,253
"['document', 'omitted', 'lampir', 'dokumen', 'manual', 'terima', 'kasih']",1,254
"['alaykumsalam', 'oke', 'cek']",1,254
"['terima', 'kasih']",1,254
"['submit', 'praproposal', 'filkom', 'apps', 'nama', 'progres', 'besok', 'lampir', 'dokumen', 'terima', 'kasih', 'perihal', 'diagram alir', 'apkah', 'detail', 'gambar', 'terima', 'kasih']",1,255
"['diagram alir', 'gambar', 'alur', 'program', 'detail']",1,255
['terimakasish'],1,255
"['bimbing', 'skripsi', 'bahas', 'p0', 'bimbing', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']",1,256
['silah'],1,256
"['document', 'omitted']",1,257
"['mahasiswi', 'informatika', 'konsultasi', 'kait', 'tulis', 'skripsi', 'temu', 'terima', 'kasih', 'maaf', 'ganggu']",1,258
"['besok', 'siang', 'sholat', 'dzuhur', 'iya']",1,258
"['terima', 'kasih']",1,258
"['tunda', 'jam', 'iya']",1,259
"['terima', 'kasih']",1,259
"['selamat', 'siang', 'mohon', 'maaf', 'menggangu', 'kait', 'skripsi', 'konsultasi', 'tulis', 'dokumen', 'skripsi', 'konsultasi', 'terima', 'kasih']",1,260
"['besok', 'iya']",1,260
"['terima', 'kasih', 'konsultasi', 'via', 'iya']",1,260
"['besok', 'tentu', 'dokumen', 'skripsi', 'besok', 'siang', 'sore', 'sholat', 'ashar', 'iya']",1,260
"['terima', 'kasih']",1,260
"['maaf', 'libur', 'konsultasi', 'tunda', 'senin', 'jam', 'iya', 'terima kasih']",1,261
"['terima', 'kasih']",1,261
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'bimbing', 'online', 'dokumen', 'skripsi', 'terima', 'kasih']",1,262
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1,262
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'info', 'kerja', 'konsultasi', 'kait', 'tulis', 'dokumen', 'skripsi', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih']",-1,263
"['document', 'omitted']",-1,264
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'info', 'kerja', 'konsultasi', 'terima', 'kasih']",1,265
"['lusa', 'iya', 'siap', 'kuliah', 'daring']",1,265
"['terima', 'kasih']",1,265
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'iya', 'terima', 'kasih']",1,266
"['sholat', 'jumat', 'baik']",1,266
"['iya', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'bimbing', 'terima', 'kasih']",1,266
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1,266
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'skripsi', 'konsultasi', 'tulis', 'dokumen', 'skripsi', 'terima', 'kasih']",1,267
"['sdr', 'kirim', 'ubah']",-1,267
"['lampir', 'dokumen', 'document', 'omitted']",-1,267
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'kirakira', 'konsultasi', 'terima', 'kasih']",1,268
"['besok', 'siang', 'iya', 'materi', 'kuliah', 'besok', 'pagi']",1,268
"['terima', 'kasih']",1,268
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'bimbing', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'dokumen', 'skripsi', 'konsultasi', 'terima', 'kasih']",-1,269
"['sholat', 'ashar', 'iya', 'jam', 'iya']",1,269
"['terima', 'kasih']",1,269
"['pakai', 'google', 'meet', 'iya']",1,269
['iya'],1,269
"['join', 'the', 'video', 'meeting', 'click', 'this', 'link', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1,269
"['perihal', 'dokumen', 'skripsi', 'mana', 'temu', 'konsultasi', 'skripsi', 'terima', 'kasih', 'maaf', 'ganggu']",1,270
"['siang', 'jam']",1,270
"['terima', 'kasih']",1,270
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'kemarin', 'lampir', 'baik', 'dokumen', 'skripsi', 'terima', 'kasih']",-1,271
"['document', 'omitted']",-1,272
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'konsultasi', 'terima', 'kasih']",-1,273
"['hasil', 'revisi', 'baik', 'tulis', 'algoritmanya', 'baca', 'sesuai', 'kaidah', 'tulis', 'algoritma', 'diagram alir']",-1,274
"['mohon', 'maaf', 'diagram alir']",1,274
"['tulis', 'algoritma', 'dar', 'layak', 'alur', 'proses', 'tahap', 'tahap', 'detil', 'tulis', 'skripsi', 'proses', 'detilnya']",-1,274
"['baik', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih', 'document', 'omitted']",-1,274
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih']",1,275
"['jam', 'daring', 'iya']",-1,275
"['terima', 'kasih']",1,275
"['link', 'google', 'meet', 'iya', 'join', 'the', 'video', 'meeting', 'click', 'this', 'link', 'otherwise', 'join', 'phone', 'enter', 'this', 'pin']",1,275
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'lampir', 'dokumen', 'baik', 'terima', 'kasih', 'document', 'omitted']",-1,276
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih']",1,277
['ubah'],1,277
"['you', 'deleted', 'this', 'message', 'document', 'omitted']",-1,277
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'baik', 'dokumen', 'terima', 'kasih']",1,278
"['jam', 'daring', 'iya']",-1,278
"['terima', 'kasih']",1,278
"['gabung', 'rapat', 'video', 'klik', 'link']",1,278
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'lampir', 'dokumen', 'skripsi', 'baik', 'terima', 'kasih', 'document', 'omitted']",-1,279
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'dokumen', 'baik', 'iya', 'terima', 'kasih']",-1,280
"['konsultasi', 'kait', 'revisi', 'tulis', 'skripsi', 'minggu', 'temu', 'iya', 'terima', 'kasih', 'maaf', 'ganggu']",1,281
"['besok', 'jam', 'iya']",1,281
"['terima', 'kasih']",1,281
"['walaikumsalam', 'jam', 'daring', 'sebentar', 'iya']",1,282
"['terima', 'kasih']",1,282
"['link', 'google', 'meet', 'gabung', 'rapat', 'video', 'klik', 'link']",1,282
"['assalamualikum', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'info', 'aju', 'daftar', 'seminar hasil', 'filkomapps', 'mohon', 'tuju', 'bimbing', 'verifikasi', 'filkomapps', 'terima', 'kasih']",-1,283
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'informasi', 'pelakasanaan', 'uji', 'skripsi', 'laksana', 'jumat', 'juni', 'wib', 'harap', 'konfirmasi', 'dosen', 'bimbing', 'laksana', 'sidang', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1,284
[],1,284
"['terima', 'kasih']",1,284
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'laksana', 'sidang', 'skripsi', 'jumat', 'tanggal', 'juni', 'info', 'link', 'laksana', 'sidang', 'besok', 'ketua', 'majelis', 'uji', 'kasih', 'wassalamualaikum']",1,285
"['jam', 'iya']",1,285
"['iya', 'jam', 'wib']",1,285
[],1,285
"['terima', 'kasih']",1,285
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'sidang', 'lampir', 'hasil', 'revisi', 'lampir', 'revisi', 'dosen', 'uji', 'terima', 'kasih', 'wassalamualaikum', 'document', 'omitted', 'sedia', 'periksa', 'lanjut', 'proses', 'terima', 'kasih']",1,286
"['iya', 'rabu', 'sore', 'jam', 'iya']",1,286
"['terima', 'kasih']",1,286
"['selamat', 'sore', 'mohon', 'maaf', 'menggangu', 'kait', 'dokumen', 'revisi', 'skripsi', 'sidang', 'baik', 'terima', 'kasih', 'wassalamualaikum']",1,287
"['flowchartnya', 'didetilkan', 'iya', 'sbgmn', 'minta', 'uji', 'baca', 'sdri', 'teman', 'faham', 'diagram alir', 'buat']",1,287
"['mohon', 'maaf', 'diagram alir', 'kemarin', 'bantu', 'teman', 'baik', 'baik']",1,287
"['bantu', 'teman', 'faham', 'diagram alir']",1,287
"['terima', 'kasih', 'lampir', 'hasil', 'revisi', 'periksa', 'mohon', 'maaf', 'ganggu', 'terima', 'kasih']",-1,287
"['document', 'omitted']",-1,288
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'lampir', 'revisi', 'skripsi', 'terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'iya', 'baik', 'terima', 'kasih', 'wassalamualaikum']",-1,289
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'revisi', 'iya', 'baik', 'jumat', 'batas', 'kumpul', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1,290
"['anggap', 'silah', 'proses']",1,290
"['terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'kait', 'proses', 'skripsi', 'butuh', 'tuju', 'mohon', 'sedia', 'digital', 'lembar', 'kesah', 'dokumen', 'skripsi', 'dosen', 'bimbing', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'wassalamualaikum', 'document', 'omitted', 'terima', 'kasih']",1,290
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mengupload', 'dokumen', 'skripsi', 'filkom', 'apps', 'mohon', 'verifikasi', 'dosen', 'bimbing', 'lanjut', 'proses', 'terima', 'kasih', 'wassalamualaikum']",-1,291
"['perihal', 'dokumen', 'skripsi', 'mana', 'temu', 'konsultasi', 'skripsi', 'terima', 'kasih', 'maaf', 'ganggu']",1,292
"['senin', 'siang', 'iya', 'jam']",1,292
"['terima', 'kasih']",1,292
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'hubung', 'proses', 'unggah', 'makalah', 'skripsi', 'daftar', 'yudisium', 'mohon', 'tuju', 'dosen', 'bimbing', 'menandatangani', 'form', 'sc2', 'form', 'tuju', 'revisi', 'sc2', 'form', 'tuju', 'unggah', 'makalah', 'skripsi', 'sc2', 'poin', '3a', '4a', 'form', 'syarat', 'yudisium', 'lampir', 'form', 'terima', 'kasih', 'wassalamualaikum', 'mohon', 'maaf', 'form', 'sc2', 'poin', '3b', '4b']",1,293
"['document', 'omitted']",1,293
"['terima', 'kasih']",1,293
"['konsultasi', 'perihal', 'dokumentasi', 'skripsi', 'temu', 'terima', 'kasih', 'maaf', 'ganggu']",1,294
"['kamis', 'jumat']",1,294
"['jumat', 'jam', 'iya']",1,294
"['mohon', 'maaf', 'bimbing']",-1,295
"['konsultasi', 'kait', 'skripsi', 'p2', 'batas', 'p2', 'temu', 'terima', 'kasih', 'maaf', 'menggangu']",1,296
"['bimbing', 'p2', 'kampus', 'tamu', 'ketemu', 'besok', 'siang', 'jam']",1,296
"['bimbing', 'p2', 'minggu', 'terima', 'kasih', 'mohon', 'maaf', 'p2', 'logbook', 'bimbing', 'penuh', 'logbook', 'penuh', 'proses', 'p2', 'pda', 'filkom', 'apps', 'iya', 'batas', 'p2', 'terima', 'kasih', 'maaf', 'ganggu']",1,296
"['isi', 'tuju']",1,296
"['terima', 'kasih']",-1,296
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'bimbing', 'online', 'kait', 'dokumentasi', 'skripsi', 'mekanisme', 'iya', 'terima', 'kasih']",-1,297
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'kait', 'skripsi', 'konsultasi', 'tulis', 'dokumen', 'skripsi', 'lampir', 'dokumen', 'skripsi', 'terima', 'kasih', 'document', 'omitted']",-1,298
